,sample_size,AffinityPropagation_sklearn,AgglomerativeClustering_sklearn,Birch_sklearn,DBSCAN_sklearn,KMeans_sklearn,BisectingKMeans_sklearn,MiniBatchKMeans_sklearn,MeanShift_sklearn,OPTICS_sklearn,SpectralClustering_sklearn,SpectralBiclustering_sklearn,SpectralCoclustering_sklearn,GaussianMixture_sklearn
0,500.0,0.7528400421142578,0.006140804290771485,0.1045313835144043,0.004859733581542969,0.0363494873046875,0.04761757850646973,0.0238131046295166,4.388053226470947,0.42538604736328123,1.3311734676361084,0.5853803157806396,0.10263824462890625,0.06457581520080566
1,1000.0,3.0100982189178467,0.025296878814697266,0.19227266311645508,0.010136651992797851,0.015241146087646484,0.1484560489654541,0.10750064849853516,7.889658355712891,0.8985930442810058,3.614822816848755,0.8976710319519043,0.1374727725982666,0.05496993064880371
2,1500.0,8.757816219329834,0.05454330444335938,0.3864606857299805,0.015131902694702149,0.014535188674926758,0.12081923484802246,0.08780217170715332,10.525070285797119,1.713904905319214,6.086986112594604,0.9939497947692871,0.1366823673248291,0.043100595474243164
3,2000.0,16.163335466384886,0.10685772895812988,0.5583251953125,0.02437310218811035,0.03687252998352051,0.09434070587158203,0.07274079322814941,15.183364915847779,1.960178756713867,6.9489185333251955,0.6745967864990234,0.12527122497558593,0.07140202522277832
4,2500.0,22.870809268951415,0.20388312339782716,0.9156288146972656,0.02904353141784668,0.05572080612182617,0.1014784812927246,0.08490910530090331,20.230046033859253,2.751095104217529,19.16293592453003,1.1094778060913086,0.10588035583496094,0.06709742546081543
5,3000.0,,0.3430910110473633,0.5132962703704834,0.0402796745300293,0.019426965713500978,0.10594677925109863,0.06352791786193848,25.76329517364502,3.469321918487549,27.13808617591858,1.0627188682556152,0.15014162063598632,0.12090034484863281
6,4000.0,,0.9875120639801025,2.096612739562988,0.05780181884765625,0.04584064483642578,0.21634836196899415,0.08671870231628417,,5.200281238555908,,2.5229795932769776,0.13204798698425294,0.13818511962890626
7,5000.0,,1.116349697113037,2.0188934326171877,0.07291011810302735,0.060113382339477536,0.18510818481445312,0.10187268257141113,,7.213253831863403,,1.4519393920898438,0.7967358112335206,0.12401280403137208
8,6000.0,,1.9747130393981933,2.2053372859954834,0.09429736137390136,0.05177302360534668,0.2719520092010498,0.7235420227050782,,8.53537917137146,,2.155658149719238,0.3268285751342773,0.17427420616149902
9,8000.0,,3.5731849670410156,3.536885166168213,0.14708285331726073,0.0632962703704834,0.24775609970092774,0.12379484176635742,,11.861192178726196,,2.281414604187012,0.4462445735931396,0.24870004653930664
10,10000.0,,6.523623657226563,6.600966548919677,0.18859853744506835,0.08610291481018066,0.14757051467895507,0.11453566551208497,,16.571666097640993,,2.318601894378662,0.3253658294677734,0.2225886344909668
11,12000.0,,9.616524744033814,9.130654668807983,0.23115506172180175,0.07612195014953613,0.4827117443084717,0.11494331359863282,,20.990701532363893,,2.5217975616455077,0.45452494621276857,0.27963910102844236
12,14000.0,,13.577701330184937,12.071121454238892,0.2853541851043701,0.055747365951538085,0.5858660221099854,0.11332497596740723,,27.101690149307252,,2.690266752243042,0.4074800968170166,0.5164481163024902
13,16000.0,,17.71092782020569,16.516512393951416,0.3605035305023193,0.08657054901123047,0.373142671585083,0.11432905197143554,,32.206450843811034,,2.8031725883483887,1.024454689025879,0.6079076290130615
14,18000.0,,23.543975496292113,20.95157241821289,0.6621496200561523,0.14824466705322265,0.4863899707794189,0.11498041152954101,,38.50368342399597,,2.7304038524627687,0.49734225273132326,0.4616867542266846
15,20000.0,,29.39341082572937,23.795116662979126,0.6454089641571045,0.09150943756103516,0.3208616256713867,0.13838839530944824,,,,2.975733757019043,0.3854006290435791,0.4017824172973633
16,22000.0,,,31.99260005950928,0.5481026649475098,0.09550986289978028,0.3057342529296875,0.15976996421813966,,,,3.152386426925659,0.6030207633972168,0.4314073085784912
17,24000.0,,,38.7878276348114,0.6073988914489746,0.07175025939941407,0.4846352577209473,0.1187889575958252,,,,3.276307392120361,0.9481014728546142,0.39960494041442873
18,26000.0,,,40.01311550140381,0.7486250877380372,0.1022099494934082,0.7057559013366699,0.1029465675354004,,,,3.8461843490600587,0.6664085388183594,0.6192315101623536
19,28000.0,,,,1.045369291305542,0.06553053855895996,0.4134556770324707,0.1302955150604248,,,,4.0892561912536625,0.6701579570770264,0.7484896183013916
20,30000.0,,,,1.2004075527191163,0.03613443374633789,0.39820661544799807,0.10031700134277344,,,,3.905353832244873,0.6787123680114746,0.5146648406982421
21,32000.0,,,,1.3710005760192872,0.05437617301940918,0.46836128234863283,0.11429419517517089,,,,4.190499114990234,0.9188241958618164,0.5454822063446045
